Simulation;81d1b58893224939985a8d9768f12a72
Strategie;46c313982a37304083521fa37d050f63
Action;91ad1a77081ba782a5065f393f2c37bf
RPG (Rollenspiel);8befc3cab42472c4720af42585895080
Adventure;a393d35271e1e49765fc1c60dbc55a3e
Sport;3bcd69f5bfce7d1bc204c4220dce6282
Arcade & Indie;91ad1a77081ba782a5065f393f2c37bf
MMO;8befc3cab42472c4720af42585895080
Casual;489e68fa5be13b8d689a836e7a46a0ec
Strategy;46c313982a37304083521fa37d050f63
RPG (Roleplay);8befc3cab42472c4720af42585895080
